datetime,open,high,low,close,volume
2026-04-24 14:25:00,337.69,337.69,337.49,337.605,15488
2026-04-24 14:26:00,337.55,337.55,337.09,337.315,33461
2026-04-24 14:27:00,337.33,337.42,337.1,337.1481,28774
2026-04-24 14:28:00,337.13,337.28,337.095,337.12,26788
2026-04-24 14:29:00,337.03,337.055,336.63,336.65,28860
2026-04-24 14:30:00,336.685,336.99,336.6,336.65,42792
2026-04-24 14:31:00,336.62,336.64,336.4,336.42,29864
2026-04-24 14:32:00,336.36,336.51,336.26,336.29,25874
2026-04-24 14:33:00,336.33,336.38,336.17,336.34,35384
2026-04-24 14:34:00,336.24,336.38,336.15,336.24,19472
2026-04-24 14:35:00,336.24,336.29,335.89,335.97,17255
2026-04-24 14:36:00,335.97,336.01,335.9,335.9525,13714
2026-04-24 14:37:00,335.94,336.18,335.92,335.92,18015
2026-04-24 14:38:00,335.92,336.21,335.89,336.18,32991
2026-04-24 14:39:00,336.17,336.19,335.83,335.8303,33611
2026-04-24 14:40:00,335.82,335.995,335.79,335.86,33600
2026-04-24 14:41:00,335.86,335.86,335.67,335.7,39256
2026-04-24 14:42:00,335.69,335.74,335.555,335.625,31311
2026-04-24 14:43:00,335.61,335.7799,335.56,335.59,32110
2026-04-24 14:44:00,335.605,335.795,335.56,335.7399,22292
2026-04-24 14:45:00,335.7201,335.7201,335.61,335.675,24843
2026-04-24 14:46:00,335.64,335.82,335.53,335.82,29185
2026-04-24 14:47:00,335.76,335.85,335.71,335.725,24966
2026-04-24 14:48:00,335.72,335.815,335.56,335.56,34939
2026-04-24 14:49:00,335.565,335.95,335.5,335.95,30515
2026-04-24 14:50:00,335.965,336.05,335.815,335.96,42290
2026-04-24 14:51:00,335.955,336.03,335.8122,335.995,31419
2026-04-24 14:52:00,336.0,336.13,335.99,336.1,21057
2026-04-24 14:53:00,336.1,336.15,335.89,335.89,27226
2026-04-24 14:54:00,335.893,335.94,335.78,335.91,19841
2026-04-24 14:55:00,335.91,336.265,335.91,336.21,20765
2026-04-24 14:56:00,336.24,336.395,336.2,336.2901,29284
2026-04-24 14:57:00,336.32,336.37,336.12,336.35,18862
2026-04-24 14:58:00,336.38,336.4399,336.09,336.17,22605
2026-04-24 14:59:00,336.165,336.165,335.915,335.95,27295
2026-04-24 15:00:00,336.0,336.07,335.93,335.955,21260
2026-04-24 15:01:00,335.98,336.0,335.71,335.71,34081
2026-04-24 15:02:00,335.78,336.1,335.765,335.95,31051
2026-04-24 15:03:00,335.97,336.14,335.9619,335.995,15642
2026-04-24 15:04:00,335.92,335.92,335.74,335.85,23936
2026-04-24 15:05:00,335.83,336.0,335.8,335.83,42293
2026-04-24 15:06:00,335.78,335.78,335.39,335.4,17879
2026-04-24 15:07:00,335.42,335.47,335.355,335.41,13040
2026-04-24 15:08:00,335.44,335.5,335.28,335.37,21537
2026-04-24 15:09:00,335.37,335.54,335.32,335.51,29335
2026-04-24 15:10:00,335.545,335.66,335.51,335.65,13609
2026-04-24 15:11:00,335.675,335.909,335.67,335.885,24394
2026-04-24 15:12:00,335.845,335.94,335.8115,335.9219,18421
2026-04-24 15:13:00,335.97,336.01,335.81,335.955,29434
2026-04-24 15:14:00,335.955,336.12,335.955,336.12,17886
2026-04-24 15:15:00,336.16,336.23,336.07,336.07,24811
2026-04-24 15:16:00,336.06,336.25,336.04,336.05,35889
2026-04-24 15:17:00,336.025,336.165,335.945,336.165,33798
